source,target,base,k,n_draws,warm_auc,warm_ci_lower,warm_ci_upper,cold_auc,cold_ci_lower,cold_ci_upper,lift,lift_ci_lower,lift_ci_upper,fold_warm_auc,fold_cold_auc,fold_lift,fold_diverged,confirmatory,confirmatory_passed
COAD,UCEC,single,all,1,0.7381072677808006,0.6908467741935485,0.7825699572483482,0.7548970073843763,0.7086839292654489,0.7982918771861639,-0.01678973960357566,-0.04559026428293815,0.011453070345899654,0.7405766057885279,0.7578094816741088,-0.017232875885580867,False,False,
COAD+STAD,UCEC,pooled,0,1,0.5696463272444617,0.518082491255344,0.6219476292265838,0.5,0.5,0.5,0.06964632724446174,0.018082491255343964,0.12194762922658373,0.5570760072810609,0.5,0.05707600728106088,True,False,
COAD+STAD,UCEC,pooled,10,20,0.6250582977069569,0.5805128497862417,0.6647700155460552,0.6167907112320248,0.5905619656043529,0.6408214389817335,0.008267586474932087,-0.03297026816945195,0.04823025165176829,0.6286985702666257,0.6224604990860175,0.006238071180608151,False,False,
COAD+STAD,UCEC,pooled,25,20,0.6806879129420909,0.6390845559657986,0.7184385930820054,0.6704061406917996,0.6396614117761367,0.699413743684415,0.010281772250291255,-0.025761173727166846,0.044233749514185856,0.6847506939374105,0.6794933108718151,0.005257383065595422,False,False,
COAD+STAD,UCEC,pooled,3,20,0.5898911776136806,0.5465225660707346,0.6309025942479595,0.5591012436844152,0.542102603964244,0.5742075155460551,0.030789933929265434,-0.014361421492421231,0.07361953458997277,0.5904457034147117,0.5672229828508314,0.023222720563880306,False,False,
COAD+STAD,UCEC,pooled,40,20,0.6897774970851146,0.6459500825884181,0.7292119364554994,0.6922065682083172,0.6594406577924602,0.7218404586086281,-0.002429071123202564,-0.03428101923824351,0.027105640303148163,0.6946246080112203,0.7010412174843581,-0.006416609473137824,False,False,
COAD+STAD,UCEC,pooled,5,20,0.5956723668869024,0.5514992955693742,0.6358199086669257,0.5767712786630391,0.5580872522347454,0.5950083074232412,0.01890108822386327,-0.025854037116206638,0.0610433832102605,0.5984749111863432,0.5836290318297892,0.014845879356554015,False,False,
COAD+STAD,UCEC,pooled,all,1,0.7351923824329576,0.6851258258841819,0.7796006607073455,0.7548970073843763,0.7086839292654489,0.7982918771861639,-0.01970462495141867,-0.05703653322969299,0.01284735717061786,0.7448318619194273,0.7578094816741088,-0.01297761975468148,False,False,
STAD,UCEC,single,0,1,0.589623008161679,0.5365502331908277,0.6410449863972018,0.5,0.5,0.5,0.08962300816167901,0.03655023319082777,0.14104498639720173,0.5814158804556461,0.5,0.08141588045564607,False,False,
STAD,UCEC,single,10,20,0.6283540614069179,0.5871649096385542,0.6680653905946368,0.6167907112320248,0.5905619656043529,0.6408214389817335,0.011563350174893072,-0.024711377769141146,0.048461985036921645,0.6340769378834208,0.6224604990860175,0.011616438797403261,False,False,
STAD,UCEC,single,25,20,0.6828721336960746,0.6442183734939759,0.720659444228527,0.6704061406917996,0.6396614117761367,0.699413743684415,0.012465993004274978,-0.01781123688301593,0.04254717256121256,0.6858532121296874,0.6794933108718151,0.006359901257872336,False,False,
STAD,UCEC,single,3,20,0.6033890400310921,0.5618261999611347,0.6440631315584919,0.5591012436844152,0.542102603964244,0.5742075155460551,0.0442877963466769,0.0010610911387484297,0.0835934463661096,0.6064065474093535,0.5672229828508314,0.03918356455852212,False,False,
STAD,UCEC,single,40,20,0.6965993004275165,0.6567632384376215,0.7351259473377382,0.6922065682083172,0.6594406577924602,0.7218404586086281,0.004392732219199336,-0.023305382821608996,0.031964729887291196,0.7038557082093353,0.7010412174843581,0.002814490724977192,False,False,
STAD,UCEC,single,5,20,0.6053828216090167,0.563952244461718,0.6464023756315587,0.5767712786630391,0.5580872522347454,0.5950083074232412,0.028611542945977564,-0.01231036241741162,0.06772731247570918,0.6095587176871169,0.5836290318297892,0.02592968585732769,False,False,
STAD,UCEC,single,all,1,0.747396035755927,0.702079770695686,0.7917615623785464,0.7548970073843763,0.7086839292654489,0.7982918771861639,-0.0075009716284493155,-0.037215798678585335,0.022409638554216935,0.7555647529368427,0.7578094816741088,-0.0022447287372661107,False,False,
